idx,DATA,Zona,Módulo,Código,Loc. Fina+Causa parada OU defeito API,Num,Duração,Carros,Comentário,O. T.,Desc_Zona,FAMÍLIA EQUIPAMENTO,Desc_Acc
1112,02/03/2022,AFM1_Z3,F5RBPOINT,F11,Problema conectividade,10,2.512,1.67,Falhas na troca de ferramentas,,AFM1_Z3,22 - Trocador de ferramentas,AFM1_Z3 - F5RBPOINT - Problema conectividade
1113,02/03/2022,MN1_Z4,G1MSROLOS,EW9,Problema de leitura,1,2.027,1.35,falha na leitura da tag,,MN1_Z4,8 - TAG (time-out: escrita: leitura e outros),MN1_Z4 - G1MSROLOS - Problema de leitura
1114,02/03/2022,AFM2_Z1,C0TABLERO,CM6,Problemas no skid,1,1.813,1.21,Skid atravessou na mesa,,AFM2_Z1,19 - Skid / Pallet,AFM2_Z1 - C0TABLERO - Problemas no skid
1115,02/03/2022,ABM1_Z4,F0TABLERO,EPH,Pb posição,1,0.637,0.42,skid passou da posição: reset Ok,,ABM1_Z4,19 - Skid / Pallet,ABM1_Z4 - F0TABLERO - Pb posição
1116,03/03/2022,AFM1_Z3,COM1,D81,Perturbação da Rede,1,0.033,0.02,falha de rede,,AFM1_Z3,15 - Ilha (Sw: armário: instalação elétrica geral),AFM1_Z3 - COM1 - Perturbação da Rede
1117,07/03/2022,AFM1_Z2,C2RBPOINT,BBZ,Outra parada robo,5,25.937,17.29,robo para sem falha,,AFM1_Z2,6 - Robôs,AFM1_Z2 - C2RBPOINT - Outra parada robo
1118,07/03/2022,ABM2_Z2,COM1,Q2Z,Outra parada Detecção / Intrusão / Segurança,1,10.830,7.22,Desarme apos intrusão barreira OT31962217,,ABM2_Z2,15 - Ilha (Sw: armário: instalação elétrica geral),ABM2_Z2 - COM1 - Outra parada Detecção / Intrusão / Segurança
1119,07/03/2022,MN2_Z3,P0D,BCL,Problema conexão suporte pino,1,10.758,7.17,Queda da correia do tracionador.,1031961173,MN2_Z3,12 - Transportador,MN2_Z3 - P0D - Problema conexão suporte pino
1120,07/03/2022,ABM1_Z2,C3RBPOINT,L4Z,Outra parada eletrodos,1,7.127,4.75,Falha durante troca de eletrodos auto,1031962202,ABM1_Z2,3 - Trocadora de eletrodo,ABM1_Z2 - C3RBPOINT - Outra parada eletrodos
1121,07/03/2022,MN1_Z4,G1MSROLOS,D33,Outra parada Pb leitura / escrita,1,6.132,4.09,falha de leitura de RFID skid 116,1031961691,MN1_Z4,8 - TAG (time-out: escrita: leitura e outros),MN1_Z4 - G1MSROLOS - Outra parada Pb leitura / escrita
1122,07/03/2022,AFM1_Z2,CIDPLOCAT,I32,Sensor (ajuste),2,3.882,2.59,Sensor solto.,1031961563,AFM1_Z2,1 - Dispositivos,AFM1_Z2 - CIDPLOCAT - Sensor (ajuste)
1123,07/03/2022,ABM1_Z4,F2RBPOINT,L4Z,Outra parada eletrodos,1,3.065,2.04,Robo F2 aguardando Ev1 apos troca eletrodo,,ABM1_Z4,6 - Robôs,ABM1_Z4 - F2RBPOINT - Outra parada eletrodos
1124,07/03/2022,ABM1_Z4,F0TABLERO,B64,Pb position,1,1.540,1.03,Skid fora de posição: manual Ok,,ABM1_Z4,19 - Skid / Pallet,ABM1_Z4 - F0TABLERO - Pb position
1125,07/03/2022,ABM1_Z2,C0TABLERO,B64,Pb position,1,1.155,0.77,Skid parou fora de posição: manual ok,,ABM1_Z2,19 - Skid / Pallet,ABM1_Z2 - C0TABLERO - Pb position
1126,07/03/2022,AFM1_Z3,F0TABLERO,EPH,Pb posição,1,1.142,0.76,skid fora de posição: manual Ok,,AFM1_Z3,19 - Skid / Pallet,AFM1_Z3 - F0TABLERO - Pb posição
1127,08/03/2022,AFM2_Z4,COM1,I32,Sensor (ajuste),1,5.345,3.56,Ajuste sensor Bypass de barreira,1031964060,AFM2_Z4,1 - Dispositivos,AFM2_Z4 - COM1 - Sensor (ajuste)
1128,08/03/2022,AFM2_Z3,J2RBPOINT,L4Z,Outra parada eletrodos,1,3.835,2.56,Falha na troca automatica,,AFM2_Z3,3 - Trocadora de eletrodo,AFM2_Z3 - J2RBPOINT - Outra parada eletrodos
1129,08/03/2022,ABM1_Z4,F0TABLERO,EPH,Pb posição,2,2.452,1.63,Skid 75 passou da posição: manual Ok,,ABM1_Z4,19 - Skid / Pallet,ABM1_Z4 - F0TABLERO - Pb posição
1130,09/03/2022,AFM1_Z4,G0TABLERO,G6Z,Outras parada piloto,2,11.844,7.90,G51 PLC recuado após solda,1031965348,AFM1_Z4,1 - Dispositivos,AFM1_Z4 - G0TABLERO - Outras parada piloto
1131,09/03/2022,AFM1_Z4,G0TABLERO,D2Z,Outra parada sensor,1,8.095,5.40,sensor atuado direto,1031965917,AFM1_Z4,18 - Mesas,AFM1_Z4 - G0TABLERO - Outra parada sensor
1132,09/03/2022,ABM1_Z1,A0TABLERO,I32,Sensor (ajuste),1,3.408,2.27,sensor de baixa fora de posição,,ABM1_Z1,18 - Mesas,ABM1_Z1 - A0TABLERO - Sensor (ajuste)
1133,09/03/2022,ABM2_Z2,H2CMBACCUS,LS1,Bloqueio mecânico,1,2.815,1.88,Cabide travado descarregamento: manual OK,,ABM2_Z2,12 - Transportador,ABM2_Z2 - H2CMBACCUS - Bloqueio mecânico
1134,09/03/2022,ABM1_Z2,C0TABLERO,B6Y,Mesa mal posicionada,1,2.400,1.60,perda de sinal de mesa baixa após subir,,ABM1_Z2,18 - Mesas,ABM1_Z2 - C0TABLERO - Mesa mal posicionada
1135,10/03/2022,ABM1_Z4,F6RBPOINT,BBZ,Outra parada robo,1,18.550,12.37,Falha de interpolação de eixos 2 e 3,1031967442,ABM1_Z4,6 - Robôs,ABM1_Z4 - F6RBPOINT - Outra parada robo
1136,10/03/2022,CDC_Z1,C1,I3Z,Outra falha Sensores,3,6.347,4.23,cabide fora da posição no sensor B10,,CDC_Z1,12 - Transportador,CDC_Z1 - C1 - Outra falha Sensores
1137,10/03/2022,AFM2_Z4,K0TABLERO,EPH,Pb posição,4,2.102,1.40,falha de posição de skid: reset Ok,,AFM2_Z4,18 - Mesas,AFM2_Z4 - K0TABLERO - Pb posição
1138,10/03/2022,ABM2_Z4,M0TABLERO,F8Z,Outra parada retrabalho trajetória,1,1.740,1.16,Retrabalho solda teto - Falha Robo F6,,ABM2_Z4,6 - Robôs,ABM2_Z4 - M0TABLERO - Outra parada retrabalho trajetória
1139,10/03/2022,MN2_Z2,D0ELEVAD,B7Z,Outra parada mecânica,1,1.608,1.07,resetado falha ok,,MN2_Z2,7 - Elevadores,MN2_Z2 - D0ELEVAD - Outra parada mecânica
1140,10/03/2022,ABM1_Z1,A0TABLERO,EPH,Pb posição,1,1.523,1.02,Skid fora de posição: reset Ok,,ABM1_Z1,19 - Skid / Pallet,ABM1_Z1 - A0TABLERO - Pb posição
1141,10/03/2022,ABM2_Z2,H2DMBACCUS,LS1,Bloqueio mecânico,1,1.437,0.96,cabide travou no descarregam: manual ok,,ABM2_Z2,12 - Transportador,ABM2_Z2 - H2DMBACCUS - Bloqueio mecânico
1142,10/03/2022,ABM1_Z2,C0TABLERO,LS1,Bloqueio mecânico,1,1.318,0.88,Index travou no avanço,,ABM1_Z2,19 - Skid / Pallet,ABM1_Z2 - C0TABLERO - Bloqueio mecânico
1143,10/03/2022,ABM1_Z4,F0TABLERO,EPH,Pb posição,1,1.305,0.87,falha posição skid: reset Ok,,ABM1_Z4,19 - Skid / Pallet,ABM1_Z4 - F0TABLERO - Pb posição
1144,10/03/2022,ABM1_Z1,B0WTABLERO,EPH,Pb posição,1,0.613,0.41,skid fora de posição: reset Ok,,ABM1_Z1,19 - Skid / Pallet,ABM1_Z1 - B0WTABLERO - Pb posição
1145,11/03/2022,ABM1_Z2,C6RBPOINT,Q36,Placa HS,1,70.295,46.86,Falha de resolver por avaria placa SMB,1031985708,ABM1_Z2,6 - Robôs,ABM1_Z2 - C6RBPOINT - Placa HS
1146,11/03/2022,MN2_Z3,P0D,EQ3,Pb alinhamento suporte Nº suporte,2,16.595,11.06,Cabide ficou por cima da retacagem,,MN2_Z3,12 - Transportador,MN2_Z3 - P0D - Pb alinhamento suporte Nº suporte
1147,11/03/2022,MN2_Z8,0ELEVATE,CM6,Problemas no skid,1,8.645,5.76,erro no procedimento de entrada skid,,MN2_Z8,15 - Ilha (Sw: armário: instalação elétrica geral),MN2_Z8 - 0ELEVATE - Problemas no skid
1148,11/03/2022,ABM1_Z2,C5RBPOINT,I3Z,Outra falha Sensores,1,5.875,3.92,falha sensor de giro da fresa,1031986445,ABM1_Z2,2 - Fresa de robô,ABM1_Z2 - C5RBPOINT - Outra falha Sensores
1149,11/03/2022,AFM2_Z4,COM1,CM6,Problemas no skid,1,3.505,2.34,Skid 77 gerando falha sensor barreira,,AFM2_Z4,19 - Skid / Pallet,AFM2_Z4 - COM1 - Problemas no skid
1150,11/03/2022,AFM2_Z4,K0TABLERO,EPH,Pb posição,1,0.602,0.40,falha posição skid: reset Ok,,AFM2_Z4,19 - Skid / Pallet,AFM2_Z4 - K0TABLERO - Pb posição
1151,11/03/2022,AFM1_Z4,COM1,D8Z,Outras paradas de rede,1,0.172,0.11,Def. barramento PROFINET,,AFM1_Z4,15 - Ilha (Sw: armário: instalação elétrica geral),AFM1_Z4 - COM1 - Outras paradas de rede
1152,14/03/2022,ABM2_Z2,H1RBPOINT,L4Z,Outra parada eletrodos,1,15.282,10.19,RB H1 aguardando Ev16 - Forçado manual,1032015756,ABM2_Z2,6 - Robôs,ABM2_Z2 - H1RBPOINT - Outra parada eletrodos
1153,14/03/2022,AFM1_Z3,F2RBPOINT,L4Z,Outra parada eletrodos,1,5.345,3.56,Sup. mov. na troca de eletrodos automatica,1032015731,AFM1_Z3,3 - Trocadora de eletrodo,AFM1_Z3 - F2RBPOINT - Outra parada eletrodos
1154,14/03/2022,AFM1_Z2,CIDPLOCAT,I32,Sensor (ajuste),1,3.783,2.52,"Realizado ajuste do sensor CAZ,",1032015075,AFM1_Z2,1 - Dispositivos,AFM1_Z2 - CIDPLOCAT - Sensor (ajuste)
1155,14/03/2022,MN2_Z2,D0ELEVAD,E0W,Pb tensão corrente,1,2.078,1.39,reset mop ok,,MN2_Z2,7 - Elevadores,MN2_Z2 - D0ELEVAD - Pb tensão corrente
1156,14/03/2022,AFM2_Z4,K0TABLERO,EPH,Pb posição,2,1.435,0.96,falha posição skid: reset Ok,,AFM2_Z4,19 - Skid / Pallet,AFM2_Z4 - K0TABLERO - Pb posição
1157,14/03/2022,AFM1_Z4,G0TABLERO,B6Y,Mesa mal posicionada,1,0.842,0.56,Falha durante transferencia skid F01 - G0,,AFM1_Z4,19 - Skid / Pallet,AFM1_Z4 - G0TABLERO - Mesa mal posicionada
1158,14/03/2022,ABM1_Z2,COM1,D81,Perturbação da Rede,1,0.100,0.07,Falha profinet.,,ABM1_Z2,15 - Ilha (Sw: armário: instalação elétrica geral),ABM1_Z2 - COM1 - Perturbação da Rede
1159,15/03/2022,MN2_Z3,P0D,EPZ,Outra parada transportador,1,16.127,10.75,Excesso torque subida cabides OT32017183,,MN2_Z3,12 - Transportador,MN2_Z3 - P0D - Outra parada transportador
1160,15/03/2022,AFM2_Z4,K0TABLERO,EPH,Pb posição,5,6.043,4.03,Skid passou da posição,,AFM2_Z4,18 - Mesas,AFM2_Z4 - K0TABLERO - Pb posição
1161,15/03/2022,MN2_Z3,E0S,G11,Problema em 1 referência,1,4.260,2.84,Cilindro enroscou.,,MN2_Z3,1 - Dispositivos,MN2_Z3 - E0S - Problema em 1 referência
1162,15/03/2022,ABM2_Z1,G0TABLERO,EPH,Pb posição,1,1.142,0.76,skid passou da posição,,ABM2_Z1,19 - Skid / Pallet,ABM2_Z1 - G0TABLERO - Pb posição
1163,16/03/2022,ABM2_Z1,B0TABLERO,I32,Sensor (ajuste),1,10.785,7.19,sensor de baixa velocidade virado,1032018687,ABM2_Z1,18 - Mesas,ABM2_Z1 - B0TABLERO - Sensor (ajuste)
1164,16/03/2022,ABM1_Z3,E0TABLERO,EPH,Pb posição,2,7.339,4.89,Batente limite do skid com avanço e recuo,1032019247,ABM1_Z3,18 - Mesas,ABM1_Z3 - E0TABLERO - Pb posição
1165,16/03/2022,MN2_Z3,P0D,E0H,Pb sistema transporte,1,7.210,4.81,cabide 37 travado batente 20,,MN2_Z3,12 - Transportador,MN2_Z3 - P0D - Pb sistema transporte
1166,16/03/2022,ABM1_Z4,F0TABLERO,EPH,Pb posição,2,3.015,2.01,skid parou antes da posição,,ABM1_Z4,19 - Skid / Pallet,ABM1_Z4 - F0TABLERO - Pb posição
1167,16/03/2022,AFM2_Z4,K0TABLERO,I3Z,Outra falha Sensores,2,2.970,1.98,falha sensor de micro velocidade: reset Ok,,AFM2_Z4,18 - Mesas,AFM2_Z4 - K0TABLERO - Outra falha Sensores
1168,16/03/2022,AFM1_Z2,E0TABLERO,CM6,Problemas no skid,1,2.033,1.36,reposicionado skid,,AFM1_Z2,19 - Skid / Pallet,AFM1_Z2 - E0TABLERO - Problemas no skid
1169,16/03/2022,AFM2_Z4,K0TABLERO,EPH,Pb posição,1,1.502,1.00,falha posição skid: Reset Ok,,AFM2_Z4,19 - Skid / Pallet,AFM2_Z4 - K0TABLERO - Pb posição
1170,17/03/2022,ABM1_Z3,E0TABLERO,I3Z,Outra falha Sensores,14,20.973,13.98,oscilação sinal do sensor,,ABM1_Z3,18 - Mesas,ABM1_Z3 - E0TABLERO - Outra falha Sensores
1171,17/03/2022,ABM2_Z2,H1RBPOINT,L36,Pb espessura fresa,8,16.543,11.03,Falha na fresa,1032027522,ABM2_Z2,2 - Fresa de robô,ABM2_Z2 - H1RBPOINT - Pb espessura fresa
1172,17/03/2022,ABM1_Z2,C6RBPOINT,BD5,Colagem eletrodo + Nº pt,2,9.061,6.04,Colagem devido fresa defeituosa,1032027531,ABM1_Z2,2 - Fresa de robô,ABM1_Z2 - C6RBPOINT - Colagem eletrodo + Nº pt
1173,17/03/2022,ABM1_Z2,C4RBPOINT,BF1,Posicionamento robo / ferramenta,4,4.460,2.97,falha na pega do gripper C42,,ABM1_Z2,6 - Robôs,ABM1_Z2 - C4RBPOINT - Posicionamento robo / ferramenta
1174,17/03/2022,ABM1_Z2,D1RBM-C-P,DR5,Pb pressão regulador produto,1,1.622,1.08,def. pressão aplicação: efetuado reset,,ABM1_Z2,10 - Mastic,ABM1_Z2 - D1RBM-C-P - Pb pressão regulador produto
1175,17/03/2022,ABM1_Z4,F0TABLERO,EPH,Pb posição,2,1.206,0.80,Skid fora de posição na mesa,,ABM1_Z4,19 - Skid / Pallet,ABM1_Z4 - F0TABLERO - Pb posição
1176,17/03/2022,MN2_Z3,P0D,EP5,Suporte HS + Nº suporte,1,1.138,0.76,cabide travado,,MN2_Z3,12 - Transportador,MN2_Z3 - P0D - Suporte HS + Nº suporte
1177,17/03/2022,AFM2_Z4,K0TABLERO,EPH,Pb posição,2,0.901,0.60,falha posição de skid: reset Ok,,AFM2_Z4,19 - Skid / Pallet,AFM2_Z4 - K0TABLERO - Pb posição
1178,18/03/2022,ABM1_Z2,C4RBPOINT,I1Z,Outra falha Movimento ferramenta,9,10.038,6.69,Superv. de mov. durante pega do griper C42,,ABM1_Z2,5 - Gripper,ABM1_Z2 - C4RBPOINT - Outra falha Movimento ferramenta
1179,18/03/2022,ABM1_Z2,C4RBPOINT,B1D,Recolocação em operação,1,5.840,3.89,Perda codigos griper apos manipulação,1032042733,ABM1_Z2,6 - Robôs,ABM1_Z2 - C4RBPOINT - Recolocação em operação
1180,18/03/2022,ABM1_Z2,C4RBPOINT,I0Z,Outra falha mecanismo,1,4.558,3.04,Falha de supervisão de movimento,1032042282,ABM1_Z2,6 - Robôs,ABM1_Z2 - C4RBPOINT - Outra falha mecanismo
1181,18/03/2022,AFM1_Z3,F0TABLERO,B08,Captador desregulado,1,4.362,2.91,perda de sinal mesa recuada,,AFM1_Z3,18 - Mesas,AFM1_Z3 - F0TABLERO - Captador desregulado
1182,18/03/2022,ABM1_Z2,C6RBPOINT,BD5,Colagem eletrodo + Nº pt,1,4.278,2.85,OT: 1032042236,,ABM1_Z2,4 - Pinças robô,ABM1_Z2 - C6RBPOINT - Colagem eletrodo + Nº pt
1183,18/03/2022,ABM1_Z3,E0TABLERO,I32,Sensor (ajuste),1,3.685,2.46,Troca do sensor de recuo.,,ABM1_Z3,18 - Mesas,ABM1_Z3 - E0TABLERO - Sensor (ajuste)
1184,18/03/2022,AFM2_Z3,J2RBPOINT,L8Z,Outra parada trocador,1,2.467,1.64,eletrodo não saiu do magazine,,AFM2_Z3,3 - Trocadora de eletrodo,AFM2_Z3 - J2RBPOINT - Outra parada trocador
1185,21/03/2022,AFM2_Z3,J4RBPOINT,F1Z,Outra parada cabo / conectividade robo,3,53.447,35.63,Perda calibração dos eixos e da pinça,1032070415,AFM2_Z3,6 - Robôs,AFM2_Z3 - J4RBPOINT - Outra parada cabo / conectividade robo
1186,21/03/2022,MN2_Z2,C0TRANSBO,S8B,Correia transportadora quebrada,1,21.453,14.30,correia de transmissão motor quebrada,1032070214,MN2_Z2,18 - Mesas,MN2_Z2 - C0TRANSBO - Correia transportadora quebrada
1187,21/03/2022,AFM2_Z3,J0TABLERO,EPH,Pb posição,2,5.352,3.57,Skid 07 fora de posição,,AFM2_Z3,19 - Skid / Pallet,AFM2_Z3 - J0TABLERO - Pb posição
1188,21/03/2022,MN2_Z3,E0S,CM6,Problemas no skid,1,4.022,2.68,falha no setup de skid,,MN2_Z3,1 - Dispositivos,MN2_Z3 - E0S - Problemas no skid
1189,21/03/2022,ABM2_Z2,H6RBPOINT,LR7,Fresa não conforme,1,3.718,2.48,falha de fresa,,ABM2_Z2,2 - Fresa de robô,ABM2_Z2 - H6RBPOINT - Fresa não conforme
1190,21/03/2022,ABM1_Z4,F0TABLERO,EPH,Pb posição,2,3.257,2.17,Skid 75 fora de posição,,ABM1_Z4,19 - Skid / Pallet,ABM1_Z4 - F0TABLERO - Pb posição
1191,21/03/2022,MN2_Z3,P0D,IHB,Defaut axe translation,1,2.480,1.65,cabide 24 travado ,,MN2_Z3,12 - Transportador,MN2_Z3 - P0D - Defaut axe translation
1192,21/03/2022,AFM2_Z1,F0TABLERO,EPH,Pb posição,1,1.582,1.05,skid 75 fora da posição na mesa,,AFM2_Z1,19 - Skid / Pallet,AFM2_Z1 - F0TABLERO - Pb posição
1193,21/03/2022,AFM2_Z4,K0TABLERO,EPH,Pb posição,1,0.467,0.31,Skid fora de posição na mesa,,AFM2_Z4,19 - Skid / Pallet,AFM2_Z4 - K0TABLERO - Pb posição
1194,21/03/2022,ABM1_Z1,B0WTABLERO,EPH,Pb posição,1,0.172,0.11,Skid 111 fora de posição na mesa,,ABM1_Z1,19 - Skid / Pallet,ABM1_Z1 - B0WTABLERO - Pb posição
1195,22/03/2022,ABM2_Z2,H02_H03MANU,DFZ,Outra parada cilindro,2,9.575,6.38,Prisioneiro cilindro espanado   OT32072187,,ABM2_Z2,1 - Dispositivos,ABM2_Z2 - H02_H03MANU - Outra parada cilindro
1196,22/03/2022,ABM1_Z2,COM1,DR1,Pb comunicação controlador,1,8.537,5.69,perca de comunicação com placa EPS,1032072767,ABM1_Z2,6 - Robôs,ABM1_Z2 - COM1 - Pb comunicação controlador
1197,22/03/2022,MN1_Z4,G1MSROLOS,EW9,Problema de leitura,2,3.355,2.24,erro de leitura RFID,,MN1_Z4,8 - TAG (time-out: escrita: leitura e outros),MN1_Z4 - G1MSROLOS - Problema de leitura
1198,22/03/2022,AFM2_Z3,J4RBPOINT,I0Z,Outra falha mecanismo,4,2.724,1.82,"Colisão de junta durante ""INIT"" da pinça",,AFM2_Z3,6 - Robôs,AFM2_Z3 - J4RBPOINT - Outra falha mecanismo
1199,22/03/2022,AFM2_Z4,K0TABLERO,EPH,Pb posição,3,2.234,1.49,Falha posição skid: reset Ok,,AFM2_Z4,19 - Skid / Pallet,AFM2_Z4 - K0TABLERO - Pb posição
1200,22/03/2022,MN2_Z3,P0D,EPZ,Outra parada transportador,1,2.212,1.47,defeito batente 13: reset Ok,,MN2_Z3,12 - Transportador,MN2_Z3 - P0D - Outra parada transportador
1201,22/03/2022,AFM2_Z3,J0TABLERO,LS1,Bloqueio mecânico,1,2.020,1.35,falha avanço de index,,AFM2_Z3,18 - Mesas,AFM2_Z3 - J0TABLERO - Bloqueio mecânico
1202,22/03/2022,AFM2_Z3,J0TABLERO,EPH,Pb posição,1,1.480,0.99,skid passou da posição: manual Ok,,AFM2_Z3,19 - Skid / Pallet,AFM2_Z3 - J0TABLERO - Pb posição
1203,22/03/2022,ABM1_Z2,C0TABLERO,LS1,Bloqueio mecânico,1,0.740,0.49,falha movimento index: manual Ok,,ABM1_Z2,18 - Mesas,ABM1_Z2 - C0TABLERO - Bloqueio mecânico
1204,23/03/2022,ABM1_Z4,F3RBPOINT,I3Z,Outra falha Sensores,2,16.609,11.07,falha sensor DPP2 atuado direto,,ABM1_Z4,18 - Mesas,ABM1_Z4 - F3RBPOINT - Outra falha Sensores
1205,23/03/2022,ABM1_Z4,F0TABLERO,EPH,Pb posição,1,4.187,2.79,Skid fora da posição na mesa ,,ABM1_Z4,19 - Skid / Pallet,ABM1_Z4 - F0TABLERO - Pb posição
1206,23/03/2022,ABM1_Z4,F0TABLERO,CM6,Problemas no skid,1,1.307,0.87,skid passou fa posição,,ABM1_Z4,19 - Skid / Pallet,ABM1_Z4 - F0TABLERO - Problemas no skid
1207,23/03/2022,AFM2_Z4,K0TABLERO,EPH,Pb posição,1,0.702,0.47,skid passou da posição,,AFM2_Z4,19 - Skid / Pallet,AFM2_Z4 - K0TABLERO - Pb posição
1208,23/03/2022,MN2_Z3,P0D,EPZ,Outra parada transportador,1,0.502,0.33,falha transportador: reset Ok,,MN2_Z3,12 - Transportador,MN2_Z3 - P0D - Outra parada transportador
1209,23/03/2022,ABM1_Z2,COM1,D81,Perturbação da Rede,1,0.068,0.05,falha profinet C32IM1,,ABM1_Z2,15 - Ilha (Sw: armário: instalação elétrica geral),ABM1_Z2 - COM1 - Perturbação da Rede
1210,23/03/2022,ABM2_Z5,J1RIDPROT,,Z5: J1 Def. botão de validação operador,1,0.033,0.02,,,ABM2_Z5,15 - Ilha (Sw: armário: instalação elétrica geral),ABM2_Z5 - J1RIDPROT - Z5: J1 Def. botão de validação operador
1211,23/03/2022,ABM1_Z2,C3RBPOINT,,Z2: C32 Def. detecção peça,1,0.033,0.02,,,ABM1_Z2,15 - Ilha (Sw: armário: instalação elétrica geral),ABM1_Z2 - C3RBPOINT - Z2: C32 Def. detecção peça
1212,24/03/2022,AFM1_Z2,D3RBPOINT,BBZ,Outra parada robo,1,18.472,12.31,Colagem eletrodos + Travado TP  OT32074900,,AFM1_Z2,6 - Robôs,AFM1_Z2 - D3RBPOINT - Outra parada robo
1213,24/03/2022,ABM1_Z2,C3RBPOINT,CM6,Problemas no skid,2,17.832,11.89,skid 01 com problema retirado da linha,,ABM1_Z2,19 - Skid / Pallet,ABM1_Z2 - C3RBPOINT - Problemas no skid
1214,24/03/2022,AFM1_Z3,FIDPLOCAT,E07,Rompimento correia,1,7.258,4.84,Rompimento correia Drum Z - Locator 1,1032074888,AFM1_Z3,20 - Outros,AFM1_Z3 - FIDPLOCAT - Rompimento correia
1215,24/03/2022,ABM1_Z2,C3RBPOINT,,,1,7.173,4.78,skid 01 com problema retirado da linha,,ABM1_Z2,19 - Skid / Pallet,ABM1_Z2 - C3RBPOINT - 
1216,24/03/2022,MN1_Z4,G1MSROLOS,EPH,Pb posição,1,5.090,3.39,skid fora de posição na mesa,,MN1_Z4,19 - Skid / Pallet,MN1_Z4 - G1MSROLOS - Pb posição
1217,24/03/2022,ABM1_Z2,C4RBPOINT,G52,Prolema Piloto,1,3.310,2.21,Piloto apoio griper C42 no Docking solto,,ABM1_Z2,5 - Gripper,ABM1_Z2 - C4RBPOINT - Prolema Piloto
1218,24/03/2022,AFM2_Z3,J0TABLERO,EPH,Pb posição,1,2.687,1.79,Skid 47 fora de posição na mesa,,AFM2_Z3,18 - Mesas,AFM2_Z3 - J0TABLERO - Pb posição
1219,24/03/2022,ABM1_Z4,F0TABLERO,CM6,Problemas no skid,1,0.737,0.49,skid 75 fora de posição: reset ok,,ABM1_Z4,19 - Skid / Pallet,ABM1_Z4 - F0TABLERO - Problemas no skid
1220,24/03/2022,AFM2_Z4,K0TABLERO,EPH,Pb posição,1,0.633,0.42,Skid fora de posição na mesa,,AFM2_Z4,19 - Skid / Pallet,AFM2_Z4 - K0TABLERO - Pb posição
1221,24/03/2022,AFM1_Z2,COM1,D8Z,Outras paradas de rede,1,0.170,0.11,<API:ILOT: Def. barramento PROFINET>,,AFM1_Z2,15 - Ilha (Sw: armário: instalação elétrica geral),AFM1_Z2 - COM1 - Outras paradas de rede
1222,25/03/2022,AFM2_Z3,J4RBPOINT,I0Z,Outra falha mecanismo,11,11.521,7.68,Colisão de junta durante INIT da pinça,,AFM2_Z3,6 - Robôs,AFM2_Z3 - J4RBPOINT - Outra falha mecanismo
1223,25/03/2022,AFM1_Z4,G0TABLERO,B6Y,Mesa mal posicionada,1,3.212,2.14,Falha posição mesa: manual Ok,,AFM1_Z4,18 - Mesas,AFM1_Z4 - G0TABLERO - Mesa mal posicionada
1224,25/03/2022,MN2_Z3,E0S,IHZ,Outra falha Geometria / estrutura,1,1.910,1.27,Pino do setup quebrado: Substituido Ok,,MN2_Z3,1 - Dispositivos,MN2_Z3 - E0S - Outra falha Geometria / estrutura
1225,25/03/2022,ABM1_Z2,COM1,D81,Perturbação da Rede,1,0.843,0.56,Falha Profinet Robo C3: reset Ok,,ABM1_Z2,15 - Ilha (Sw: armário: instalação elétrica geral),ABM1_Z2 - COM1 - Perturbação da Rede
1226,25/03/2022,AFM1_Z2,COM1,D8Z,Outras paradas de rede,1,0.170,0.11,<API:ILOT: Def. barramento PROFINET>,,AFM1_Z2,15 - Ilha (Sw: armário: instalação elétrica geral),AFM1_Z2 - COM1 - Outras paradas de rede
1227,28/03/2022,AFM1_Z4,GIDPLOCAT,D2Z,Outra parada sensor,2,7.371,4.91,Suporte do sensor quebrado.,,AFM1_Z4,1 - Dispositivos,AFM1_Z4 - GIDPLOCAT - Outra parada sensor
1228,28/03/2022,AFM2_Z3,J2RBPOINT,L8Z,Outra parada trocador,1,3.938,2.63,Falha troca - não sacou eletrodo,,AFM2_Z3,3 - Trocadora de eletrodo,AFM2_Z3 - J2RBPOINT - Outra parada trocador
1229,28/03/2022,ABM1_Z2,C0TABLERO,LS1,Bloqueio mecânico,1,3.343,2.23,falha avanço index,,ABM1_Z2,18 - Mesas,ABM1_Z2 - C0TABLERO - Bloqueio mecânico
1230,28/03/2022,ABM1_Z2,C0TABLERO,I3Z,Outra falha Sensores,1,3.240,2.16,não acionou sensor de recuo,,ABM1_Z2,18 - Mesas,ABM1_Z2 - C0TABLERO - Outra falha Sensores
1231,28/03/2022,MN2_Z3,E0S,IHZ,Outra falha Geometria / estrutura,1,2.763,1.84,pino de setup quebrado,,MN2_Z3,1 - Dispositivos,MN2_Z3 - E0S - Outra falha Geometria / estrutura
1232,28/03/2022,MN2_Z3,P0D,LS1,Bloqueio mecânico,2,2.680,1.79,falha transportador: reset Ok,,MN2_Z3,12 - Transportador,MN2_Z3 - P0D - Bloqueio mecânico
1233,28/03/2022,ABM1_Z4,F0TABLERO,EPH,Pb posição,2,2.238,1.49,falha posição skid 75: reset Ok,,ABM1_Z4,19 - Skid / Pallet,ABM1_Z4 - F0TABLERO - Pb posição
